id,aegis_name,name,level,hp,sp,base_exp,job_exp,attack_min,attack_max,defense,magic_defense,str,agi,vit,int,dex,luk,size,race,element,element_level,attack_range,walk_speed,attack_delay,attack_motion,damage_motion,ai,class,modes,drop_count,mvp_drop_count
1506,DISGUISE,Disguise,55,7543,180,2815,1919,279,546,18,29,0,72,45,35,48,65,Medium,Demon,Earth,4,2,147,516,768,384,4,Normal,Detector,8,0
1507,BLOODY_MURDERER,Bloody Murderer,72,27521,1,9742,3559,864,1081,37,41,0,30,90,15,52,12,Large,Demihuman,Dark,3,2,175,914,1344,384,4,Normal,,8,0
1508,QUVE,Quve,40,4559,1,414,306,299,469,12,12,0,61,24,19,37,24,Small,Undead,Undead,1,1,150,912,1248,576,4,Normal,,6,0
1509,LUDE,Lude,36,3214,1,392,247,287,451,14,10,0,59,21,18,36,21,Small,Undead,Undead,1,2,150,890,960,480,4,Normal,,7,0
1510,HYLOZOIST,Heirozoist,51,7186,1,2314,1297,317,498,16,51,0,28,26,47,66,14,Small,Demon,Dark,2,1,155,741,1536,480,4,Normal,Detector,8,0
1511,AMON_RA,Amon Ra,88,1214138,1,87264,35891,1647,2576,26,52,0,1,90,124,74,45,Large,Demihuman,Earth,3,3,170,854,2016,480,10,Boss,Mvp,8,3
1512,HYEGUN,Yao Jun,56,9981,1,2199,1022,710,1128,12,10,60,40,36,10,73,15,Medium,Undead,Undead,2,1,180,890,1320,720,4,Normal,,6,0
1513,CIVIL_SERVANT,Mao Guai,62,14390,1,4023,2750,650,1010,42,5,58,15,20,60,80,50,Medium,Brute,Wind,2,2,200,1257,528,432,4,Normal,,6,0
1514,DANCING_DRAGON,Zhu Po Long,54,9136,1,3030,769,550,789,39,10,55,62,55,25,72,22,Medium,Dragon,Wind,2,2,160,600,840,504,2,Normal,,6,0
1515,GARM_BABY,Baby Hatii,61,20199,1,1022,2980,680,1179,34,13,45,30,56,55,85,30,Medium,Brute,Water,2,1,450,879,672,576,4,Normal,,6,0
1516,INCREASE_SOIL,Mi Gao,51,8230,1,2760,2110,560,700,30,12,40,45,23,12,69,12,Medium,Formless,Earth,3,1,445,106,1056,576,17,Normal,,5,0
1517,LI_ME_MANG_RYANG,Jing Guai,48,5920,1,1643,1643,434,633,23,16,46,51,19,8,57,30,Medium,Demon,Earth,3,1,165,1120,576,420,4,Normal,Detector,5,0
1518,BACSOJIN,White Lady,72,56380,1,5590,1659,560,1446,10,15,38,65,34,80,102,35,Large,Demihuman,Water,2,2,160,576,960,480,21,Normal,,7,0
1519,CHUNG_E,Green Maiden,49,23900,1,2396,993,460,1050,8,15,38,65,43,30,90,15,Medium,Demihuman,Neutral,2,1,170,1728,816,1188,21,Normal,,7,0
1520,BOILED_RICE,Boiled Rice,15,400,1,84,45,49,82,0,10,1,14,14,0,19,15,Medium,Plant,Water,1,1,170,1152,672,672,1,Normal,,4,0
1521,G_ALICE,Alice,62,10000,1,0,0,550,700,5,5,64,64,42,85,100,130,Medium,Demihuman,Neutral,3,1,200,520,2304,480,17,Normal,,0,0
1522,G_ANCIENT_MUMMY,Ancient Mummy,64,40599,1,0,0,836,1129,27,27,28,19,32,5,83,35,Medium,Undead,Undead,2,1,175,1772,120,384,21,Normal,,0,0
1523,G_ANTIQUE_FIRELOCK,Firelock Soldier,47,3852,1,0,0,289,336,10,10,15,35,29,15,120,42,Medium,Undead,Undead,2,10,170,1084,2304,576,5,Normal,,0,0
1524,G_BABY_LEOPARD,Baby Leopard,32,2590,1,0,0,155,207,0,5,20,44,20,4,49,10,Small,Brute,Ghost,1,2,150,318,528,420,4,Normal,,0,0
1525,G_BATHORY,Bathory,44,5415,1,0,0,198,398,0,60,1,76,24,85,65,15,Medium,Demihuman,Dark,1,1,100,1504,840,900,21,Normal,,0,0
1526,G_BLOOD_BUTTERFLY,Bloody Butterfly,55,8082,1,0,0,121,342,5,23,1,59,14,55,68,15,Medium,Insect,Wind,2,3,145,472,576,288,13,Normal,Detector,0,0
1527,G_C_TOWER_MANAGER,Clock Tower Manager,63,18600,1,0,0,880,1180,35,30,1,75,20,64,75,60,Large,Formless,Neutral,4,3,200,1072,672,384,17,Normal,,0,0
1528,G_CLOCK,Clock,60,11050,1,0,0,720,909,15,10,1,70,50,25,90,50,Medium,Formless,Earth,2,1,200,1092,792,480,17,Normal,,0,0
1529,G_DARK_SNAKE_LORD,Evil Snake Lord,73,254993,1,0,0,1433,2210,25,55,70,83,62,80,164,88,Large,Brute,Ghost,3,3,200,588,816,420,21,Boss,,0,0
1530,G_DRACULA,Dracula,85,320096,1,0,0,1625,1890,45,76,1,95,90,87,85,100,Large,Demon,Dark,4,3,145,1290,1140,576,21,Boss,,0,0
1531,G_EVIL_CLOUD_HERMIT,Taoist Hermit,56,10392,1,0,0,311,333,25,59,1,20,18,50,136,11,Large,Formless,Neutral,2,10,190,480,840,432,5,Normal,,0,0
1532,G_EXPLOSION,Explosion,46,8054,1,0,0,336,447,35,27,1,61,56,50,66,38,Small,Brute,Fire,3,1,165,1260,960,336,4,Normal,,0,0
1533,G_FUR_SEAL,Seal,63,9114,1,0,0,845,1203,25,33,5,28,22,15,69,84,Medium,Brute,Water,1,1,200,1612,622,583,09,Normal,,0,0
1534,G_GOBLIN_1,Goblin,25,1176,1,0,0,118,140,10,5,1,53,25,20,38,10,Medium,Demihuman,Wind,1,1,100,1120,620,240,21,Normal,,0,0
1535,G_GOBLIN_2,Goblin,24,1034,1,0,0,88,100,10,5,1,24,24,15,66,10,Medium,Demihuman,Fire,1,1,150,1320,620,240,09,Normal,,0,0
1536,G_GOBLIN_3,Goblin,24,1034,1,0,0,132,165,10,5,1,24,24,15,24,10,Medium,Demihuman,Poison,1,1,250,1624,624,240,13,Normal,,0,0
1537,G_GOBLIN_4,Goblin,23,1359,1,0,0,109,131,10,5,1,23,46,15,36,10,Medium,Demihuman,Earth,1,1,200,1624,624,240,13,Normal,,0,0
1538,G_GOBLIN_5,Goblin,22,1952,1,0,0,105,127,10,5,1,22,22,15,32,10,Medium,Demihuman,Water,1,1,300,3074,1874,480,13,Normal,,0,0
1539,G_GOBLIN_LEADER,Goblin Leader,64,20152,1,0,0,663,752,48,16,5,55,37,30,69,58,Medium,Demihuman,Wind,1,1,120,1120,620,240,21,Normal,,0,0
1540,G_GOLEM,Golem,25,3900,1,0,0,175,187,40,0,1,15,25,0,15,0,Large,Formless,Neutral,3,1,300,1608,816,396,17,Normal,,0,0
1541,G_GREATEST_GENERAL,Greatest General,40,3632,1,0,0,350,400,15,15,1,20,60,55,82,140,Medium,Formless,Fire,2,3,200,1152,1152,384,10,Normal,,0,0
1542,G_INCANTATION_SAMURA,Incantation Samurai,71,218652,1,0,0,1219,2169,10,51,91,85,78,85,150,60,Large,Demihuman,Dark,3,3,135,874,1344,576,21,Boss,,0,0
1543,G_KAPHA,Kapha,41,7892,1,0,0,399,719,20,38,1,51,49,22,73,45,Medium,Fish,Water,1,3,165,2012,1728,672,4,Normal,,0,0
1544,G_KARAKASA,Karakasa,30,3092,1,0,0,141,183,1,5,1,45,12,20,49,60,Medium,Formless,Neutral,3,1,155,1638,2016,576,1,Normal,,0,0
1545,G_KOBOLD_1,Kobold,36,3893,1,0,0,265,318,15,10,1,90,36,30,52,20,Medium,Demihuman,Wind,2,1,150,1028,528,360,13,Normal,,0,0
1546,G_KOBOLD_2,Kobold,31,2179,1,0,0,262,324,15,10,1,31,31,20,46,20,Medium,Demihuman,Poison,2,1,200,1528,528,360,13,Normal,,0,0
1547,G_KOBOLD_3,Kobold,31,2179,1,0,0,186,216,15,10,1,31,31,20,88,20,Medium,Demihuman,Fire,2,1,300,1228,528,360,13,Normal,,0,0
1548,G_KOBOLD_LEADER,Kobold Leader,65,18313,1,0,0,649,958,37,37,5,90,36,30,77,59,Medium,Demihuman,Wind,2,1,150,1028,528,360,21,Normal,,0,0
1549,G_LAVA_GOLEM,Lava Golem,77,24324,1,0,0,1541,2049,65,50,1,57,115,70,76,68,Large,Formless,Fire,4,1,400,2190,2040,336,09,Normal,,0,0
1550,G_LIVE_PEACH_TREE,Enchanted Peach Tree,53,8905,1,0,0,301,351,10,38,72,45,35,39,80,5,Medium,Plant,Earth,2,7,410,400,672,480,5,Normal,,0,0
1551,G_MARSE,Marse,31,5034,1,0,0,211,252,0,5,1,31,25,5,52,30,Small,Fish,Water,2,1,300,1956,756,528,17,Normal,,0,0
1552,G_MIYABI_NINGYO,Miyabi Doll,33,6300,1,0,0,250,305,1,20,1,52,15,10,62,15,Medium,Demon,Dark,1,1,250,1938,2112,768,17,Normal,Detector,0,0
1553,G_MYST,Myst,38,3745,1,0,0,365,445,0,40,1,38,18,0,53,10,Large,Formless,Poison,1,1,200,1576,576,384,21,Normal,,0,0
1554,G_NIGHTMARE_TERROR,Nightmare Terror,78,22605,1,0,0,757,1007,37,37,1,76,55,60,76,54,Large,Demon,Dark,3,1,165,1216,816,432,4,Normal,Detector,0,0
1555,G_PARASITE,Parasite,49,5188,1,0,0,215,430,10,19,1,40,30,30,90,50,Medium,Plant,Wind,2,8,400,864,864,672,10,Normal,,0,0
1556,G_POISON_TOAD,Poisonous Toad,46,6629,1,0,0,288,408,5,10,20,34,19,14,66,55,Medium,Brute,Poison,2,3,160,1148,1728,864,1,Normal,,0,0
1557,G_ROTAR_ZAIRO,Rotar Zairo,25,1209,1,0,0,109,137,4,34,1,62,45,26,55,5,Large,Formless,Wind,2,10,155,2416,2016,432,5,Normal,,0,0
1558,G_SAND_MAN,Sandman,34,3413,1,0,0,180,205,10,25,24,34,58,38,60,5,Medium,Formless,Earth,3,1,250,1672,720,288,4,Normal,,0,0
1559,G_SCORPION,Scorpion,24,1109,1,0,0,80,135,30,0,1,24,24,5,52,5,Small,Insect,Fire,1,1,200,1564,864,576,09,Normal,Detector,0,0
1560,G_SHINOBI,Shinobi,69,12700,1,0,0,460,1410,34,21,85,85,25,25,100,100,Medium,Demihuman,Dark,3,2,150,1003,1152,336,21,Normal,,0,0
1561,G_SMOKIE,Smokie,18,641,1,0,0,61,72,0,10,1,18,36,25,26,35,Small,Brute,Earth,1,1,200,1576,576,420,17,Normal,,0,0
1562,G_SOLDIER_SKELETON,Soldier Skeleton,29,2334,1,0,0,221,245,10,15,1,15,22,5,40,15,Medium,Undead,Undead,1,1,200,2276,576,432,4,Normal,,0,0
1563,G_TENGU,Tengu,65,16940,1,0,0,660,980,12,82,90,42,69,45,78,80,Large,Demon,Earth,2,2,200,1439,1920,672,4,Normal,Detector,0,0
1564,G_WICKED_NYMPH,Evil Nymph,63,16029,1,0,0,399,1090,12,75,1,64,12,69,100,80,Medium,Demon,Dark,3,2,200,637,1008,360,21,Normal,Detector,0,0
1565,G_WILD_GINSENG,Hermit Plant,46,6900,1,0,0,220,280,10,20,13,42,36,55,66,30,Small,Plant,Fire,2,1,140,512,756,360,17,Normal,,0,0
1566,G_WRAITH_DEAD,Wraith Dead,74,43021,1,0,0,1366,1626,25,30,5,99,55,75,115,45,Large,Undead,Undead,4,2,175,1816,576,240,21,Normal,,0,0
1567,G_ANCIENT_WORM,Ancient Worm,67,22598,1,0,0,948,1115,35,30,5,35,56,55,81,72,Large,Insect,Poison,1,1,165,1792,792,336,21,Normal,Detector,0,0
1568,G_ANGELING,Angeling,20,55000,1,0,0,120,195,0,70,1,50,20,75,68,200,Medium,Angel,Holy,4,1,200,1072,672,672,21,Boss,,0,0
1569,G_BLOODY_KNIGHT,Bloody Knight,82,57870,1,0,0,2150,3030,60,50,88,75,70,77,125,55,Large,Formless,Dark,4,3,250,828,528,192,21,Normal,,0,0
1570,G_CRAMP,Cramp,56,4720,1,0,0,395,465,0,5,1,85,35,5,65,60,Small,Brute,Poison,2,1,100,1000,500,1000,09,Normal,,0,0
1571,G_DEVIACE,Deviace,47,19192,1,0,0,514,674,10,20,1,47,62,48,62,25,Medium,Fish,Water,4,1,400,1680,480,384,17,Normal,,0,0
1572,G_DROPS,Drops,3,55,1,0,0,10,13,0,0,1,3,3,0,12,15,Medium,Plant,Fire,1,1,400,1372,672,480,2,Normal,,0,0
1573,G_ELDER,Elder,64,21592,1,0,0,421,560,45,68,1,76,68,108,72,86,Large,Demihuman,Neutral,4,3,165,1552,1152,336,4,Normal,,0,0
1574,G_ELDER_WILOW,Elder Willow,20,693,1,0,0,58,70,10,30,1,20,25,35,38,30,Medium,Plant,Fire,2,1,200,1372,672,432,09,Normal,,0,0
1575,G_FLORA,Flora,26,2092,1,0,0,242,273,10,35,1,26,35,5,43,80,Large,Plant,Earth,1,3,1000,1432,432,576,10,Normal,,0,0
1576,G_GHOSTRING,Ghostring,18,73300,1,0,0,82,122,0,60,40,27,18,45,72,30,Medium,Demon,Ghost,4,1,300,1220,1080,648,21,Boss,,0,0
1577,G_GOBLIN_ARCHER,Goblin Archer,28,1750,1,0,0,89,113,0,0,10,15,20,15,72,20,Small,Demihuman,Poison,1,9,200,1172,672,420,5,Normal,,0,0
1578,G_HORONG,Horong,34,1939,1,0,0,275,327,99,50,1,34,10,0,50,0,Small,Formless,Fire,4,1,400,1888,1152,828,13,Normal,,0,0
1579,G_HYDRA,Hydra,14,660,1,0,0,22,28,0,40,1,14,14,0,40,2,Small,Plant,Water,2,7,1000,800,432,600,10,Normal,,0,0
1580,G_INCUBUS,Incubus,75,17281,1,0,0,1408,1873,58,46,1,97,95,103,89,87,Medium,Demon,Dark,3,2,165,850,600,336,21,Normal,Detector,0,0
1581,G_VOCAL,Vocal,18,3016,1,0,0,71,82,10,30,77,28,26,30,53,40,Medium,Insect,Earth,1,1,200,1080,648,480,21,Normal,Detector,0,0
1582,DEVILING,Deviling,31,64500,1,211,412,135,270,5,70,30,50,20,75,77,200,Medium,Demon,Dark,4,1,200,1072,1056,384,21,Boss,,8,0
1583,TAO_GUNKA,Tao Gunka,70,193000,1,59175,10445,1450,1770,20,20,1,85,78,35,140,60,Large,Demon,Neutral,3,2,150,1020,288,144,21,Boss,Mvp,8,3
1584,TAMRUAN,Tamruan,52,10234,1,3812,55,489,534,15,35,80,62,38,75,72,15,Large,Demon,Dark,3,1,140,512,1152,672,13,Normal,Detector,6,0
1585,MIME_MONKEY,Mime Monkey,40,6000,1,200,22,300,350,40,40,1,40,40,40,40,30,Medium,Plant,Water,1,3,400,1872,672,480,2,Normal,,7,0
1586,LEAF_CAT,Leaf Cat,38,2396,1,165,1212,266,307,5,19,25,67,12,45,60,29,Small,Brute,Earth,1,1,150,960,864,720,2,Normal,,8,0
1587,KRABEN,Kraben,50,5880,1,206,1322,125,765,5,42,50,125,1,66,75,50,Medium,Formless,Ghost,2,1,100,1152,1536,576,09,Normal,,8,0
1588,ORC_XMAS,Christmas Orc,24,1400,1,261,160,104,126,10,5,1,24,48,25,34,10,Medium,Demihuman,Earth,1,1,200,1864,864,288,1,Normal,,8,0
1589,G_MANDRAGORA,Mandragora,12,405,1,0,0,26,35,0,25,1,12,24,0,36,15,Medium,Plant,Earth,3,4,1000,1768,768,576,10,Normal,,0,0
1590,G_GEOGRAPHER,Geographer,56,8071,1,0,0,467,621,28,26,1,66,47,60,68,44,Medium,Plant,Earth,3,3,1000,1308,1008,480,10,Normal,,0,0
1591,A_LUNATIC,Lunatic,29,2334,1,0,0,221,245,10,20,1,15,22,5,40,15,Small,Brute,Neutral,3,1,200,1456,456,336,4,Boss,,1,0
1592,A_MOBSTER,Gangster,40,8000,1,0,0,300,355,20,27,1,50,45,45,73,30,Medium,Demihuman,Neutral,1,1,250,1100,560,580,3,Boss,,5,0
1593,A_ANCIENT_MUMMY,Ancient Mummy,52,8613,1,0,0,830,930,40,27,58,47,42,5,69,26,Medium,Undead,Undead,3,1,175,1772,120,384,4,Boss,,1,0
1594,G_FREEZER,Freezer,72,8636,1,0,0,671,983,55,43,69,41,59,5,67,100,Medium,Brute,Water,2,2,250,1452,483,528,21,Normal,,0,0
1595,G_MARIN,Marin,15,742,1,0,0,39,43,0,10,1,10,10,5,35,15,Medium,Plant,Water,2,1,400,1872,672,480,1,Normal,,0,0
1596,G_TAMRUAN,Tamruan,52,10234,1,0,0,489,534,15,35,80,62,38,75,72,15,Large,Demon,Dark,3,1,140,512,1152,672,13,Normal,Detector,0,0
1597,G_GARGOYLE,Gargoyle,48,3950,1,0,0,290,360,10,10,15,61,20,20,126,40,Medium,Demon,Wind,3,9,200,1020,720,384,5,Normal,Detector,0,0
1598,G_BLAZZER,Blazzer,43,8252,1,0,0,533,709,50,40,1,52,50,39,69,40,Medium,Demon,Fire,2,2,180,1732,1332,540,20,Normal,Detector,0,0
1599,G_WHISPER_BOSS,Giant Whisper,34,5040,1,0,0,198,239,0,45,1,51,14,0,60,0,Small,Demon,Ghost,2,1,250,2536,1536,672,21,Normal,Detector,0,0
1600,G_HEATER,Heater,68,11020,1,0,0,683,1008,40,42,69,47,25,5,71,100,Medium,Brute,Fire,2,2,250,1452,483,528,21,Normal,,0,0
1601,G_PERMETER,Permeter,63,8228,1,0,0,943,1211,46,45,69,59,60,5,69,100,Medium,Brute,Neutral,2,2,250,1100,483,528,21,Normal,,0,0
1602,G_SOLIDER,Solider,70,12099,1,0,0,797,979,57,43,69,35,85,5,74,100,Medium,Brute,Earth,2,2,250,1452,483,528,21,Normal,,0,0
1603,G_BIGFOOT,Bigfoot,25,1619,1,0,0,198,220,10,0,1,25,55,15,20,25,Large,Brute,Earth,1,1,300,1260,192,192,17,Normal,,0,0
1604,G_GIANT_HONET,Giant Hornet,56,13105,1,0,0,650,852,38,43,35,38,32,10,71,64,Small,Insect,Wind,1,1,155,1292,792,340,21,Normal,Detector,0,0
1605,G_DARK_ILLUSION,Dark Illusion,77,103631,1,0,0,1300,1983,64,70,5,100,40,100,97,40,Large,Demon,Undead,4,2,145,1024,768,480,21,Boss,,0,0
1606,G_GARM_BABY,Baby Hatii,61,20199,1,0,0,680,1179,34,13,45,30,56,55,85,30,Medium,Brute,Water,2,1,450,879,672,576,4,Normal,,0,0
1607,G_GOBLINE_XMAS,Christmas Goblin,25,1176,1,0,0,118,140,10,5,1,53,25,20,38,45,Medium,Demihuman,Wind,1,1,100,1120,620,240,21,Normal,,0,0
1608,G_THIEF_BUG__,Thief Bug Male,19,583,1,0,0,76,88,15,5,1,29,16,5,36,0,Medium,Insect,Dark,1,1,300,988,288,768,13,Normal,Detector,0,0
1609,G_DANCING_DRAGON,Zhu Po Long,54,9136,1,3030,769,550,789,39,10,55,62,55,25,72,22,Medium,Dragon,Wind,2,2,160,600,840,504,2,Boss,,6,0
1610,A_MUNAK,Munak,30,2872,1,0,0,40,50,0,0,1,15,20,5,120,15,Medium,Undead,Undead,4,1,100,2468,768,288,4,Boss,,3,0
1611,A_BON_GUN,Bongun,32,3520,1,0,0,220,260,0,0,45,15,36,10,48,15,Medium,Undead,Undead,4,1,200,1720,500,420,09,Boss,,3,0
1612,A_HYEGUN,Yao Jun,56,9981,1,0,0,710,1128,12,10,60,40,36,10,73,15,Medium,Undead,Undead,4,1,180,890,1320,720,4,Boss,,3,0
1613,METALING,Metaling,26,889,1,492,249,135,270,5,3,30,15,10,18,35,2,Small,Formless,Neutral,1,1,300,384,672,480,2,Normal,,8,0
1614,MINERAL,Mineral,56,7950,1,3563,1768,723,812,29,35,60,52,35,21,67,32,Small,Formless,Neutral,2,1,250,648,480,360,17,Normal,,8,0
1615,OBSIDIAN,Obsidian,50,8812,1,2799,1802,841,980,35,5,62,32,42,24,61,55,Small,Formless,Earth,2,1,350,720,864,504,4,Normal,,7,0
1616,PITMAN,Pitman,43,5015,1,1799,1083,290,486,22,26,0,15,5,5,52,36,Large,Undead,Earth,2,1,180,960,336,300,17,Normal,,8,0
1617,WASTE_STOVE,Old Stove,68,15895,1,4412,1135,692,1081,23,10,20,69,55,5,59,77,Large,Formless,Neutral,1,1,300,1152,528,360,4,Normal,,8,0
1618,UNGOLIANT,Ungoliant,69,29140,1,8211,142,1290,2280,25,25,33,52,57,25,119,43,Large,Insect,Poison,2,1,350,420,576,420,21,Normal,Detector,8,0
1619,PORCELLIO,Porcellio,28,1654,1,512,346,82,247,0,8,0,31,21,50,54,85,Small,Insect,Earth,3,1,150,720,360,360,2,Normal,Detector,7,0
1620,NOXIOUS,Noxious,35,2038,1,698,698,299,400,0,60,12,41,10,30,44,2,Medium,Formless,Ghost,3,1,350,768,1440,672,4,Normal,,6,0
1621,VENOMOUS,Venomous,42,4653,1,1780,1280,422,844,0,49,12,60,17,19,60,1,Medium,Formless,Poison,1,1,350,768,1440,672,4,Normal,,6,0
1622,TEDDY_BEAR,Teddy Bear,71,8109,1,5891,3455,621,1432,19,32,5,155,32,41,121,26,Small,Formless,Neutral,3,1,200,512,780,504,20,Normal,,8,0
1623,RSX_0806,RSX-0806,86,560733,1,31010,32011,2740,5620,39,41,85,51,30,25,93,84,Large,Formless,Neutral,3,1,220,128,1104,240,21,Boss,Mvp,8,3
1624,G_WASTE_STOVE,Old Stove,68,15895,1,0,0,500,889,23,10,20,69,55,5,79,77,Large,Formless,Neutral,1,1,220,1152,528,360,4,Normal,,0,0
1625,G_PORCELLIO,Porcellio,43,5523,1,1024,693,164,494,0,8,0,31,21,50,64,85,Small,Insect,Earth,3,1,150,720,360,360,4,Normal,Detector,0,0
1626,G_DARK_PRIEST,Hellion Revenant,88,286900,1,1,1,50,3150,25,50,1,80,50,99,130,99,Medium,Demon,Undead,3,2,150,432,384,192,21,Boss,,6,0
1627,ANOPHELES,Anopheles,23,100,1,99,55,48,63,0,90,1,200,4,5,120,5,Small,Insect,Wind,3,1,200,140,864,430,4,Normal,Detector,3,0
1628,MOLE,Holden,36,2209,1,268,172,52,63,0,5,24,18,23,30,45,5,Small,Brute,Earth,2,9,300,140,960,504,3,Normal,,5,0
1629,HILL_WIND,Hill Wind,43,3189,1,1800,1100,290,480,10,15,21,42,31,50,41,23,Medium,Brute,Wind,3,3,200,336,540,432,4,Normal,,3,0
1630,BACSOJIN_,White Lady,85,253221,1,45250,16445,1868,6124,20,55,52,65,44,112,152,35,Large,Demihuman,Wind,3,3,130,576,960,480,4,Boss,Mvp,8,3
1631,CHUNG_E_,Green Maiden,59,23900,1,4256,920,460,1050,8,15,38,65,43,30,90,15,Medium,Demihuman,Wind,2,2,150,1728,816,1188,4,Normal,,7,0
1632,GREMLIN,Gremlin,53,9280,1,4355,1768,329,762,29,25,80,41,59,75,62,15,Large,Demon,Dark,2,1,140,432,540,432,17,Normal,Detector,7,0
1633,BEHOLDER,Beholder,56,7950,1,4821,3822,723,812,17,30,60,62,25,59,85,32,Small,Formless,Wind,2,6,190,336,840,360,17,Normal,,6,0
1634,SEYREN,Seyren Windsor,91,88402,1,100000,116460,2100,2530,63,12,90,89,72,20,99,25,Medium,Demon,Fire,3,1,170,76,384,288,09,Normal,Detector,8,0
1635,EREMES,Eremes Guile,87,60199,1,100000,99800,2020,2320,23,12,45,138,31,19,99,30,Medium,Demon,Poison,4,1,180,76,384,288,09,Normal,Detector,8,0
1636,HARWORD,Howard Alt-Eisen,83,78690,1,100000,112540,1890,2390,59,10,90,62,99,35,98,66,Medium,Demihuman,Water,4,1,180,76,384,288,09,Normal,,8,0
1637,MAGALETA,Margaretha Sorin,90,61282,1,100000,117800,1300,2053,35,60,1,9,97,145,88,40,Medium,Demihuman,Holy,3,1,180,1152,384,288,20,Normal,,8,0
1638,SHECIL,Cecil Damon,82,58900,1,100000,118260,1226,1854,25,15,1,145,27,32,134,80,Medium,Demihuman,Wind,3,14,180,76,384,288,09,Normal,,8,0
1639,KATRINN,Kathryne Keyron,92,47280,1,100000,116470,497,1697,10,74,1,5,77,180,110,39,Medium,Demihuman,Ghost,3,1,150,1152,384,288,20,Normal,,8,0
1640,G_SEYREN,Lord Knight Seyren,99,347590,1,18000,10000,4238,5040,72,37,120,110,81,65,130,52,Medium,Demihuman,Fire,4,1,100,76,384,288,21,Boss,,1,0
1641,G_EREMES,Assassin Cross Eremes,99,211230,1,18000,10000,3189,5289,27,39,90,181,62,37,122,60,Medium,Demihuman,Poison,4,1,100,76,384,288,21,Boss,,1,0
1642,G_HARWORD,Whitesmith Howard,99,310000,1,18000,10000,4822,5033,66,36,100,73,112,35,136,60,Medium,Demihuman,Water,4,1,100,76,384,288,21,Boss,,1,0
1643,G_MAGALETA,High Priest Margaretha,99,182910,1,18000,10000,1688,2580,35,78,1,84,64,182,92,100,Medium,Demihuman,Holy,4,1,125,1152,384,288,21,Boss,,1,0
1644,G_SHECIL,Sniper Cecil,99,209000,1,18000,10000,1892,5113,22,35,1,180,39,67,193,130,Medium,Demihuman,Wind,4,14,100,76,384,288,21,Boss,,1,0
1645,G_KATRINN,High Wizard Kathryne,99,189920,1,18000,10000,497,2094,10,88,1,89,42,223,128,93,Medium,Demihuman,Ghost,3,1,150,1152,384,288,21,Boss,,1,0
1646,B_SEYREN,Lord Knight Seyren,99,1647590,1,4835600,1569970,7238,11040,72,37,120,110,81,65,130,52,Medium,Demihuman,Fire,4,1,100,76,384,288,21,Boss,Mvp,8,3
1647,B_EREMES,Assassin Cross Eremes,99,1411230,1,4083400,1592380,4189,8289,37,39,90,181,62,37,122,60,Medium,Demihuman,Poison,4,1,100,76,384,288,21,Boss,Mvp,8,3
1648,B_HARWORD,Whitesmith Howard,99,1460000,1,4002340,1421000,7822,8251,66,36,100,73,112,35,136,60,Medium,Demihuman,Earth,4,1,100,76,384,288,21,Boss,Mvp,8,3
1649,B_MAGALETA,High Priest Margaretha,99,1092910,1,4257000,1318800,4688,5580,35,78,1,84,64,182,92,100,Medium,Demihuman,Holy,4,1,125,1152,384,288,21,Boss,Mvp,8,3
1650,B_SHECIL,Sniper Cecil,99,1349000,1,4093000,1526000,4892,9113,22,35,1,180,39,67,193,130,Medium,Demihuman,Wind,4,14,100,76,384,288,21,Boss,Mvp,8,3
1651,B_KATRINN,High Wizard Kathryne,99,1069920,1,4008200,1636700,1197,4394,10,88,1,89,42,223,128,93,Medium,Demihuman,Ghost,3,1,150,1152,384,288,21,Boss,Mvp,8,3
1652,YGNIZEM,Egnigem Cenia,58,11200,1,4870,98,823,1212,35,8,60,35,52,18,79,20,Medium,Demihuman,Fire,2,1,145,576,432,288,4,Normal,,8,0
1653,WHIKEBAIN,Wickebine Tres,62,7320,1,4204,21,693,889,9,8,1,102,34,20,83,30,Medium,Demihuman,Poison,3,1,120,576,432,288,4,Normal,,8,0
1654,ARMAIA,Armeyer Dinze,66,7110,1,4008,35,750,913,42,6,5,36,50,15,89,60,Medium,Demihuman,Earth,3,1,120,576,432,288,4,Normal,,8,0
1655,EREND,Errende Ebecee,59,6980,1,4501,67,896,1159,14,30,1,31,41,93,67,30,Medium,Demihuman,Holy,2,1,130,576,432,288,4,Normal,,8,0
1656,KAVAC,Kavach Icarus,60,7899,1,4090,86,684,904,12,5,48,100,10,15,118,40,Medium,Demihuman,Wind,2,9,150,576,432,288,4,Normal,,8,0
1657,RAWREL,Laurell Weinder,61,6168,1,4620,30,430,517,8,48,1,41,5,120,45,10,Medium,Demihuman,Ghost,2,1,150,576,432,288,4,Normal,,8,0
1658,B_YGNIZEM,Egnigem Cenia,79,214200,1,258760,86000,3890,5690,48,25,82,60,45,31,110,40,Medium,Demihuman,Fire,2,1,100,1008,864,288,21,Boss,Mvp,8,3
1659,G_WHIKEBAIN,Wickebine Tres,62,7320,1,0,0,593,789,9,12,1,102,34,23,74,30,Medium,Demihuman,Poison,3,1,120,1008,864,288,4,Normal,,1,0
1660,G_ARMAIA,Armeyer Dinze,66,7110,1,0,0,650,813,42,6,5,36,40,15,80,60,Medium,Demihuman,Earth,3,1,120,1008,864,288,4,Normal,,1,0
1661,G_EREND,Errende Ebecee,59,6980,1,0,0,796,1059,14,30,1,31,41,93,60,30,Medium,Demihuman,Holy,2,1,130,1008,864,288,4,Normal,,1,0
