id,aegis_name,name,type,sub_type,buy,sell,weight,attack,magic_attack,defense,range,slots,weapon_level,armor_level,equip_level_min,equip_level_max,refineable,jobs,classes,gender,locations,script,equip_script,unequip_script
5300,Bullock_Helm,Bullock Helm,Armor,,20,,800,0,0,2,0,0,,1,45,0,True,All,All,Both,Head_Top,"bonus bMaxHP,100;
",,
5301,Russian_Ribbon,Victory Hairband,Armor,,,,100,0,0,0,0,0,,1,0,0,True,All,All,Both,Head_Top,,,
5302,Lotus_Flower_Hat,Flower Lily,Armor,,,,100,0,0,1,0,0,,1,30,0,True,All,All,Both,Head_Top,,,
5303,Flower_Coronet,Flower Crown,Armor,,20,,300,0,0,1,0,0,,1,0,0,True,All,All,Both,Head_Top,"bonus bMdef,3;
bonus bMaxHP,50;
",,
5304,Cap_Of_Blindness,Cap Of Blindness,Armor,,20,,800,0,0,4,0,1,,1,50,0,True,All,All,Both,"Head_Low, Head_Mid, Head_Top","bonus2 bResEff,Eff_Curse,700;
bonus2 bResEff,Eff_Blind,10000;
",,
5305,Pirate_Dagger,Pirate Dagger,Armor,,20,,100,0,0,0,0,0,,1,0,0,False,All,All,Both,Head_Low,"bonus bBaseAtk,5;
",,
5306,Freyja_Crown,Freya's Crown,Armor,,,,500,0,0,12,0,0,,1,0,0,False,All,All,Both,Head_Top,"bonus2 bSubRace,RC_DemiHuman,5;
bonus2 bSubRace,RC_Player_Human,5;
",,
5307,Carmen_Miranda's_Hat,Carmen Miranda's Hat,Armor,,20,,400,0,0,3,0,0,,1,0,0,True,All,All,Both,Head_Top,"bonus bMdef,3;
bonus3 bAutoSpellWhenHit,""DC_WINKCHARM"",1,50;
",,
5308,Brazilian_Flag_Hat,Brazil National Flag Hat,Armor,,20,,300,0,0,3,0,1,,1,0,0,True,All,All,Both,Head_Top,"bonus bSpeedAddRate,25;
",,
5309,Mahican,Wool Mask,Armor,,20,,200,0,0,1,0,0,,1,0,0,True,All,All,Both,"Head_Low, Head_Mid, Head_Top","skill ""RG_GRAFFITI"",1;
",,
5310,Bulb_Hairband,Shining Electric Bulb Hairband,Armor,,20,,100,0,0,3,0,1,,1,0,0,True,All,All,Both,Head_Top,"bonus2 bSubEle,Ele_Dark,10;
skill ""MG_SIGHT"",1;
",,"sc_end SC_SIGHT;
"
5311,Large_Hibiscus,Large Hisbiscus,Armor,,20,,100,0,0,1,0,1,,1,0,0,True,All,All,Both,Head_Top,"bonus bMdef,15;
",,
5312,Ayothaya_Hat,Ayothaya King's Hat,Armor,,20,,100,0,0,5,0,1,,1,0,0,True,"Alchemist, Assassin, Blacksmith, Crusader, Knight, Merchant, Rogue, Swordman, Thief",All,Both,Head_Top,"bonus bStr,1;
bonus2 bAddRace,RC_DemiHuman,5;
bonus2 bAddRace,RC_Player_Human,5;
",,
5313,Diadem,Diadem,Armor,,20,,100,0,0,3,0,1,,1,0,0,True,All,All,Both,"Head_Mid, Head_Top","bonus bInt,1;
bonus bMatkRate,3;
bonus bCastrate,-3;
",,
5314,Hockey_Mask,Hockey Mask,Armor,,20,,100,0,0,1,0,0,,1,50,0,False,All,All,Both,"Head_Low, Head_Mid","bonus2 bAddRace,RC_DemiHuman,5;
bonus2 bAddRace,RC_Player_Human,5;
",,
5315,Observer,Observer,Armor,,20,,100,0,0,1,0,0,,1,35,0,False,All,All,Both,Head_Mid,"skill ""WZ_ESTIMATION"",1;
",,
5316,Umbrella_Hat,Umbrella Hat,Armor,,20,,100,0,0,2,0,0,,1,50,0,True,All,All,Both,Head_Top,"bonus2 bSubEle,Ele_Water,3;
",,
5317,Fisherman_Hat,Fisherman's Hat,Armor,,20,,100,0,0,2,0,0,,1,50,0,True,All,All,Both,Head_Top,"bonus3 bAutoSpell,""WZ_WATERBALL"",3,50;
",,
5318,Poring_Party_Hat,Poring Party Hat,Armor,,20,,0,0,0,2,0,0,,1,0,0,True,All,All,Both,Head_Top,"bonus bAllStats,3;
",,
5319,Hellomother_Hat,Hello Mother Hat,Armor,,20,,200,0,0,2,0,0,,1,10,0,True,All,All,Both,Head_Top,"bonus bLuk,3;
",,
5320,Champion_Wreath,Champion Wreath,Armor,,20,,500,0,0,4,0,0,,1,0,0,True,All,All,Both,Head_Top,"bonus bAllStats,2;
bonus4 bAutoSpellWhenHit,""AL_HEAL"",1,50,0;
",,
5321,Indonesian_Bandana,Bandana Merah Putih,Armor,,20,,500,0,0,2,0,0,,1,0,0,True,All,All,Both,Head_Top,,,
5322,Scarf,Kerchief,Armor,,20,,100,0,0,2,0,0,,1,24,0,True,All,All,Both,Head_Top,"bonus bMdef,2;
bonus bFlee,5;
",,
5323,Misstrance_Crown,Misstrance Crown,Armor,,20,,0,0,0,10,0,0,,1,0,0,False,All,All,Both,Head_Top,"bonus bAllStats,2;
",,
5324,Little_Angel_Doll,Little Angel Doll,Armor,,20,,300,0,0,2,0,0,,1,10,0,True,All,All,Both,Head_Top,"bonus bDex,3;
bonus4 bAutoSpellWhenHit,""CR_GRANDCROSS"",3,30,0;
",,
5325,Robo_Eye,Robo Eye,Armor,,20,,200,0,0,2,0,0,,1,10,0,False,All,All,Both,Head_Mid,"bonus2 bAddClass,Class_All,2;
bonus bMatkRate,2;
bonus bDex,1;
",,
5326,Masquerade_C,Masquerade C,Armor,,1,,0,0,0,1,0,0,,1,0,0,False,All,All,Both,Head_Mid,"bonus2 bAddRace,RC_DemiHuman,7;
bonus2 bAddRace,RC_Player_Human,7;
",,
5327,Orc_Hero_Helm_C,Refined Helmet of Orc Hero,Armor,,1,,0,0,0,10,0,0,,1,0,0,False,All,All,Both,"Head_Mid, Head_Top","bonus bStr,5;
bonus bVit,3;
",,
5328,Evil_Wing_Ears_C,Evil Wing Ears C,Armor,,1,,0,0,0,2,0,0,,1,0,0,False,All,All,Both,Head_Mid,"bonus bStr,1;
",,
5329,Dark_Blindfold_C,Dark Blindfold C,Armor,,1,,0,0,0,1,0,0,,1,0,0,False,All,All,Both,Head_Mid,"bonus2 bResEff,Eff_Blind,10000;
bonus2 bResEff,Eff_Stun,500;
",,
5330,kRO_Drooping_Kitty_C,kRO Drooping Kitty C,Armor,,1,,0,0,0,6,0,0,,1,0,0,False,All,All,Both,Head_Top,"bonus bMdef,15;
bonus2 bResEff,Eff_Curse,4000;
bonus2 bResEff,Eff_Curse,1000;
",,
5331,Corsair_C,Corsair C,Armor,,1,,0,0,0,10,0,0,,1,0,0,False,All,All,Both,Head_Top,"bonus bVit,3;
bonus bInt,3;
",,
5332,Loki_Mask,Loki Mask,Armor,,,,200,0,0,0,0,0,,1,20,0,False,All,All,Both,"Head_Low, Head_Mid","bonus bFlee2,3;
",,
5333,Radio_Antenna,Radio Antenna,Armor,,,,1500,0,0,2,0,0,,1,50,0,True,All,All,Both,Head_Top,"bonus bMdef,5;
bonus bCritical,5;
bonus bFlee,5;
skill ""MG_LIGHTNINGBOLT"",1;
bonus4 bAutoSpellWhenHit,""MG_THUNDERSTORM"",5,30,1;
",,
5334,Angeling_Wanna_Fly,Flapping Angeling,Armor,,,,700,0,0,0,0,0,,1,38,0,False,All,All,Both,Head_Top,"bonus bLuk,2;
bonus bMdef,2;
",,
5335,Jumping_Poring,Jumping Poring,Armor,,,,300,0,0,2,0,0,,1,0,0,False,All,All,Both,Head_Top,"bonus bLuk,1;
bonus bUnbreakableHelm;
",,
5336,Guildsman_Recruiter,Guildsman Recruiter Hat,Armor,,,,0,0,0,2,0,0,,1,10,0,True,All,All,Both,Head_Top,,,
5337,Party_Recruiter_Hat,Party Recruiter Hat,Armor,,,,0,0,0,2,0,0,,1,10,0,True,All,All,Both,Head_Top,,,
5338,Bf_Recruiter_Hat,Bf Recruiter Hat,Armor,,,,0,0,0,2,0,0,,1,10,0,True,All,All,Both,Head_Top,,,
5339,Friend_Recruiter_Hat,Friend Recruiter Hat,Armor,,,,0,0,0,2,0,0,,1,10,0,True,All,All,Both,Head_Top,,,
5340,Deprotai_Doll_Hat,Defolty Doll Hat,Armor,,,,500,0,0,0,0,1,,1,60,0,False,All,All,Both,Head_Top,"bonus2 bSubRace,RC_DemiHuman,5;
bonus2 bSubRace,RC_Player_Human,5;
bonus bStr,2;
bonus3 bAutoSpellWhenHit,""AL_ANGELUS"",10,20;
",,
5341,Claris_Doll_Hat,Glaris Doll Hat,Armor,,,,500,0,0,0,0,1,,1,60,0,False,All,All,Both,Head_Top,"bonus2 bSubRace,RC_DemiHuman,5;
bonus2 bSubRace,RC_Player_Human,5;
bonus bInt,2;
bonus bMagicHPGainValue,50;
",,
5342,Sorin_Doll_Hat,Sorin Doll Hat,Armor,,,,500,0,0,0,0,1,,1,60,0,False,All,All,Both,Head_Top,"bonus2 bSubRace,RC_DemiHuman,5;
bonus2 bSubRace,RC_Player_Human,5;
bonus bDex,2;
autobonus ""{ bonus bBaseAtk,50; }"",20,10000,0,""{ specialeffect2 EF_POTION_BERSERK; }"";
",,
5343,Tayelin_Doll_Hat,Telling Doll Hat,Armor,,,,500,0,0,0,0,1,,1,60,0,False,All,All,Both,Head_Top,"bonus2 bSubRace,RC_DemiHuman,5;
bonus2 bSubRace,RC_Player_Human,5;
bonus bAgi,2;
bonus2 bAddItemHealRate,504,10;
bonus2 bAddItemHealRate,547,10;
",,
5344,Binit_Doll_Hat,Bennit Doll Hat,Armor,,,,500,0,0,0,0,1,,1,60,0,False,All,All,Both,Head_Top,"bonus2 bSubRace,RC_DemiHuman,5;
bonus2 bSubRace,RC_Player_Human,5;
bonus bVit,2;
autobonus ""{ bonus bAspdRate,5; }"",20,30000,0,""{ specialeffect2 EF_HASTEUP; }"";
",,
5345,Debril_Doll_Hat,W Doll Hat,Armor,,,,500,0,0,0,0,1,,1,60,0,False,All,All,Both,Head_Top,"bonus2 bSubRace,RC_DemiHuman,5;
bonus2 bSubRace,RC_Player_Human,5;
bonus bLuk,2;
bonus2 bAddRace,RC_Undead,5;
bonus2 bMagicAddRace,RC_Undead,5;
bonus2 bSubRace,RC_Undead,5;
",,
5346,Gf_Recruiter_Hat,Gf Recruiter Hat,Armor,,,,0,0,0,2,0,0,,1,10,0,True,All,All,Both,Head_Top,,,
5347,Ph.D_Hat_,Ph.D Hat,Armor,,20,,200,0,0,3,0,1,,1,0,0,True,All,All,Both,Head_Top,,,
5348,Big_Sis'_Ribbon_,Big Ribbon,Armor,,15000,,200,0,0,2,0,1,,1,0,0,True,All,All,Both,Head_Top,"bonus bMdef,3;
",,
5349,Boy's_Cap_,Boy's Cap,Armor,,20,,100,0,0,2,0,1,,1,0,0,True,All,All,Both,Head_Top,,,
5350,Pirate_Bandana_,Pirate Bandana,Armor,,20,,100,0,0,3,0,1,,1,0,0,True,All,All,Both,Head_Top,"bonus bStr,1;
",,
5351,Sunflower_,Sunflower,Armor,,20,,100,0,0,1,0,1,,1,0,0,False,All,All,Both,Head_Top,"bonus2 bSubRace,RC_Insect,10;
",,
5352,Poporing_Cap,Poporing Cap,Armor,,20,,700,0,0,2,0,0,,1,38,0,True,All,All,Both,Head_Top,,,
5353,Helm_Of_Sun_,Hat of the Sun God,Armor,,20,,2400,0,0,4,0,1,,1,0,0,True,"Alchemist, Assassin, BardDancer, Blacksmith, Crusader, Hunter, Knight, Monk, Priest, Rogue, Sage, SoulLinker, StarGladiator, Wizard",All,Both,"Head_Mid, Head_Top","bonus bStr,3;
bonus bInt,2;
",,
5354,Muslim_Hat_M,Muslim Hat M,Armor,,,,100,0,0,2,0,0,,1,0,0,False,All,All,Both,Head_Top,"bonus bCastrate,-5;
",,
5355,Muslim_Hat_F,Selendang,Armor,,,,100,0,0,2,0,0,,1,0,0,False,All,All,Both,Head_Top,"bonus bCastrate,-5;
",,
5356,Pumpkin_Hat_H,Festival Pumpkin Hat,Armor,,20,,200,0,0,2,0,0,,1,0,0,True,All,All,Both,Head_Top,"bonus2 bSubRace,RC_Demon,5;
bonus2 bAddRace,RC_Demon,5;
",,
5357,Wings_Of_Victory,Wings Of Victory,Armor,,20,,200,0,0,10,0,0,,1,0,0,False,All,All,Both,"Head_Mid, Head_Top","bonus bMdef,10;
bonus bUnbreakableHelm;
",,
5358,Pecopeco_Wing_Ears,Peco Ears,Armor,,20,,100,0,0,1,0,0,,1,70,0,False,All,All,Both,Head_Mid,"bonus bAgi,1;
bonus bMdef,2;
bonus bUnbreakableHelm;
",,
5359,J_Captain_Hat,Ship Captain Hat,Armor,,20,,300,0,0,3,0,1,,1,60,0,True,All,All,Both,Head_Top,"bonus bDex,1;
bonus bLongAtkRate,7;
bonus bMaxHP,100;
",,
5360,Whikebain_Ears,Hyuke's Black Cat Ears,Armor,,20,,200,0,0,2,0,0,,1,45,0,True,All,All,Both,Head_Top,"bonus bFlee,10;
bonus bCritical,3;
bonus bCritAtkRate,10;
bonus bDefRate,-50;
bonus bDef2Rate,-50;
",,
5361,Gang_Scarf,Gangster Scarf,Armor,,20,,100,0,0,0,0,0,,1,60,0,False,All,All,Both,Head_Low,"bonus bBaseAtk,5;
if (BaseJob == Job_Rogue)
   skill ""RG_GANGSTER"",1;
",,
5362,Ninja_Scroll,Ninja Scroll,Armor,,20,,200,0,0,0,0,0,,1,60,0,False,All,All,Both,Head_Low,"bonus bMatkRate,1;
",,
5363,Helm_Of_Abyss,Helm Of Abyss,Armor,,20,,1000,0,0,2,0,1,,1,70,0,True,"Alchemist, Assassin, Blacksmith, Crusader, Knight, Merchant, Rogue, Swordman, Thief",All,Both,Head_Top,"bonus2 bSubRace,RC_DemiHuman,-10;
bonus2 bSubRace,RC_Player_Human,-10;
bonus2 bSubClass,Class_Boss,10;
",,
5364,Dark_Snake_Lord_Hat,Evil Snake Lord Hat,Armor,,20,,500,0,0,2,0,1,,1,60,0,True,All,All,Both,Head_Top,"bonus bStr,1;
bonus bInt,1;
bonus bAgi,2;
",,
5365,Fried_Egg,Magnolia Hat,Armor,,20,,100,0,0,3,0,1,,1,1,0,False,All,All,Both,Head_Top,"bonus2 bResEff,Eff_Stun,500;
skill ""HT_FLASHER"",1;
",,
5366,Hat_0f_King,Love Dad Bandana,Armor,,20,,200,0,0,3,0,0,,1,0,0,True,All,All,Both,Head_Top,"bonus bAllStats,5;
",,
5367,Hyegun_Hat,Hyegun Hat,Armor,,20,,100,0,0,5,0,1,,1,10,0,False,All,All,Both,"Head_Low, Head_Mid, Head_Top","bonus bMdef,3;
bonus2 bSubRace,RC_Demon,10;
",,
5368,White_Wing,White Wing,Armor,,20,,100,0,0,2,0,0,,1,0,0,True,All,All,Both,Head_Top,"bonus2 bAddMonsterDropItem,12280,300;
",,
5369,Dark_Wing,Dark Wing,Armor,,20,,100,0,0,1,0,0,,1,0,0,True,All,All,Both,Head_Top,"bonus2 bAddMonsterDropItem,12279,300;
",,
5370,Orchid_Hairband,Orchid Hairband,Armor,,20,,200,0,0,1,0,0,,1,0,0,True,All,All,Both,Head_Top,"bonus bInt,1;
",,
5371,Hat_Of_Judge,Judge Hat,Armor,,20,,300,0,0,2,0,0,,1,0,0,True,All,All,Both,"Head_Mid, Head_Top","bonus bLuk,1;
bonus bMaxSP,30;
",,
5372,Drooping_White_Kitty,Koneko Hat,Armor,,20,,500,0,0,1,0,0,,1,0,0,True,All,All,Both,Head_Top,"bonus bInt,1;
bonus bDelayRate,-3;
bonus bMatkRate,3;
bonus bMaxSPrate,3;
bonus bMdef,3;
",,
5373,Darkness_Helm,Dark Randgris Helm,Armor,,20,,300,0,0,2,0,1,,1,0,0,True,All,All,Both,"Head_Mid, Head_Top","bonus bDex,3;
bonus bMdef,1;
",,
5374,L_Magestic_Goat,Gigantic Majestic Goat,Armor,,20,,800,0,0,5,0,0,,1,0,0,True,All,All,Both,Head_Top,"bonus2 bAddRace,RC_DemiHuman,12;
bonus2 bAddRace,RC_Player_Human,12;
bonus bBaseAtk,(JobLevel*2)/7;
",,
5375,L_Orc_Hero_Helm,Orc Hero Headdress,Armor,,20,,900,0,0,5,0,1,,1,0,0,True,All,All,Both,"Head_Mid, Head_Top","bonus bStr,2;
bonus3 bAutoSpellWhenHit,""BS_WEAPONPERFECT"",3,10;
",,
5376,Satanic_Chain_P,Flying Evil Wing,Armor,,20,,100,0,0,3,0,1,,1,0,0,True,All,All,Both,Head_Top,"bonus bMaxSP,120;
bonus2 bAddEff2,Eff_Curse,300;
",,
5377,Antique_Pipe,Gentleman's Pipe,Armor,,20,,100,0,0,0,0,0,,1,0,0,False,All,All,Both,Head_Low,"bonus2 bSubRace,RC_DemiHuman,2;
bonus2 bSubRace,RC_Player_Human,2;
",,
5378,Rabbit_Ear_Hat,Bunny Top Hat,Armor,,20,,300,0,0,0,0,0,,1,0,0,True,All,All,Both,Head_Top,"bonus bAgi,3;
bonus3 bAutoSpellWhenHit,""AL_INCAGI"",5,10;
",,
5379,Balloon_Hat,Tam,Armor,,,,800,0,0,3,0,1,,1,50,0,True,All,All,Both,Head_Top,"bonus bMdef,2;
bonus bMatkRate,2+(getrefine()/2);
",,
5380,Fish_Head_Hat,Fish Head Hat,Armor,,20,,400,0,0,1,0,0,,1,0,0,True,All,All,Both,Head_Top,"bonus3 bAutoSpell,""SA_FROSTWEAPON"",1,5;
",,
5381,Santa_Poring_Hat,Santa Poring Hat,Armor,,20,,100,0,0,2,0,1,,1,0,0,False,All,All,Both,Head_Top,"bonus bMdef,2;
bonus2 bAddEle,Ele_Dark,3;
bonus2 bSubEle,Ele_Dark,3;
",,
5382,Bell_Ribbon,Bell Ribbon,Armor,,20,,200,0,0,3,0,1,,1,0,0,True,All,All,Both,Head_Top,"bonus bVit,1;
skill ""AL_ANGELUS"",1;
",,
5383,Hunting_Cap,Hunter's Cap,Armor,,20,,250,0,0,3,0,1,,1,50,0,True,All,All,Both,Head_Top,"bonus bLuk,1;
bonus2 bAddRace,RC_Brute,10;
bonus2 bAddRace,RC_Player_Doram,10;
bonus2 bAddRace,RC_DemiHuman,5;
bonus2 bAddRace,RC_Player_Human,5;
",,
5384,Santa_Hat_1,Twin Pompom By JB,Armor,,20,,200,0,0,1,0,1,,1,20,0,True,All,All,Both,Head_Top,"bonus bLuk,3;
skill ""WZ_ESTIMATION"",1;
bonus3 bAutoSpell,""AL_INCAGI"",1,500;
",,
5385,Yoyo_Hat,Yoyo Hat,Armor,,20,,300,0,0,1,0,0,,1,20,0,True,All,All,Both,Head_Top,"skill ""TF_HIDING"", 1;
",,"sc_end SC_HIDING;
"
5386,Ayam_,Ayam,Armor,,,,70,0,0,7,0,0,,1,1,0,False,All,All,Both,Head_Top,"bonus bMdef,7;
bonus bFlee,7;
bonus2 bAddMonsterDropItem,12198,200;
",,
5387,Neko_Mimi_Kafra,Neko Mimi Kafra,Armor,,20,,200,0,0,1,0,1,,1,30,0,True,All,All,Both,Head_Top,"bonus bMdef,5;
",,
5388,Snake_Head,Snake Head Hat,Armor,,20,,200,0,0,1,0,1,,1,30,0,True,All,All,Both,Head_Top,"skill ""TF_DOUBLE"",5;
",,
5389,Angel_Spirit,Angel Spirit,Armor,,20,,200,0,0,0,0,0,,1,30,0,False,All,All,Both,Head_Mid,"bonus bStr,2;
bonus bHit,15;
",,
5390,Santa_Hat_2,Frozen Twin Pompom,Armor,,20,,100,0,0,2,0,0,,1,0,0,True,All,All,Both,Head_Top,"bonus2 bResEff, Eff_Freeze, 3000;
",,
5391,Toast_C,Toast,Armor,,20,,0,0,0,0,0,0,,1,0,0,False,All,All,Both,Head_Low,"bonus bMaxHP,100;
bonus2 bAddMonsterDropItem,617,10;
",,
5392,Louyang_Cap,Luoyang NewYear Hat,Armor,,20,,300,0,0,3,0,1,,1,0,0,True,All,All,Both,Head_Top,"bonus bLuk,2;
",,
5393,Valentine_Hat,Love Valentine's Hat,Armor,,20,,200,0,0,2,0,0,,1,0,0,False,All,All,Both,Head_Top,"bonus bMaxSPrate, 7;
bonus bMaxHPrate, 7;
",,
5394,Bubblegum_Lower,Bubblegum,Armor,,,,0,0,0,0,0,0,,1,0,0,False,All,All,Both,Head_Low,,,
5395,Tiraya_Bonnet,Striped Hat,Armor,,20,,500,0,0,2,0,1,,1,50,0,True,All,All,Both,Head_Top,"bonus bMaxHP,100+(getrefine()*20);
bonus bLuk,3;
",,
5396,Jasper_Crest,Jasper Crest,Armor,,20,,700,0,0,2,0,1,,1,0,0,True,All,All,Both,Head_Top,"bonus bDex,3;
bonus bVit,1;
",,
5397,Scuba_Mask,Scuba Gear,Armor,,20,,100,0,0,0,0,0,,1,0,0,False,All,All,Both,Head_Mid,"bonus2 bSubEle,Ele_Water, 10;
bonus bUnbreakableHelm, 0;
",,
5398,Bone_Head,Bone Head,Armor,,20,,1200,0,0,5,0,1,,1,85,0,True,"Alchemist, Blacksmith, Crusader, Knight, Merchant, Swordman",Upper,Both,Head_Top,"bonus bStr,2;
bonus bMdef,5;
bonus2 bResEff,Eff_Stun,500;
bonus2 bResEff,Eff_Bleeding,500;
",,
5399,Mandragora_Cap,Mandragora Cap,Armor,,20,,300,0,0,1,0,1,,1,85,0,False,"Alchemist, Assassin, BardDancer, Blacksmith, Crusader, Hunter, Knight, Monk, Priest, Rogue, Sage, SoulLinker, StarGladiator, Wizard",Upper,Both,Head_Top,"bonus bVit,3;
bonus3 bAutoSpellWhenHit,""DC_SCREAM"",5,30;
",,
5400,Fox_Hat,Fox Hat,Armor,,20,,200,0,0,0,0,0,,1,0,0,False,All,All,Both,"Head_Low, Head_Mid, Head_Top","bonus bLuk,1;
",,
5401,Black_Glasses,Black Frame Glasses,Armor,,20,,200,0,0,1,0,0,,1,70,0,False,All,All,Both,Head_Mid,"bonus bInt,1;
bonus bMdef,2;
bonus bUnbreakableHelm, 0;
",,
5402,Mischievous_Fairy,Mischievous Fairy,Armor,,10,,200,0,0,1,0,0,,1,70,0,False,All,All,Both,Head_Mid,"bonus bUnbreakableHelm, 0;
bonus bFlee2, 3;
",,
5403,Fish_In_Mouth,Fish In Mouth,Armor,,10,,200,0,0,0,0,0,,1,30,0,False,All,All,Both,Head_Low,"bonus2 bAddMonsterDropItem,579,500;
bonus2 bAddItemHealRate,579,25;
",,
5404,Blue_Ribbon,Blue Ribbon,Armor,,10,,100,0,0,1,0,1,,1,45,0,True,All,All,Both,Head_Top,"bonus4 bAutoSpellWhenHit,""AC_CONCENTRATION"",2,7,0;
",,
5405,Filir_Hat,Filir Hat,Armor,,10,,200,0,0,0,0,0,,1,80,0,False,All,All,Both,Head_Top,"bonus bShortWeaponDamageReturn, 1;
",,
5406,Academy_Freshman_Hat,Academy Freshman Hat,Armor,,,,500,0,0,2,0,0,,1,0,0,True,All,All,Both,Head_Top,"bonus bMaxHP,80;
bonus bMaxSP,10;
",,
5407,Academy_Graduating_Cap,Academy Completion Hat,Armor,,,,200,0,0,2,0,1,,1,0,0,True,All,All,Both,Head_Top,"bonus bMaxSP,30;
",,
5408,Old_Bandanna,Old Bandana,Armor,,,,0,0,0,5,0,0,,1,0,0,False,All,All,Both,Head_Top,"bonus bInt,2;
bonus bMaxSP,50;
bonus bCastrate,10;
",,
5409,New_Cowboy_Hat,Purple Cowboy Hat,Armor,,20,,500,0,0,4,0,1,,1,0,0,True,All,All,Both,Head_Top,"bonus bInt,2;
bonus bVit,2;
bonus bMaxSP,50;
",,
5410,Bread_Bag2,Brown Paperbag Hat,Armor,,20,,200,0,0,6,0,0,,1,0,0,False,All,All,Both,"Head_Low, Head_Mid, Head_Top","bonus bMaxHP,100;
bonus2 bResEff, Eff_Stun, 400;
bonus2 bSubRace,RC_DemiHuman,4;
bonus2 bSubRace,RC_Player_Human,4;
",,
5411,White_Snake_Hat,White Snake Hat,Armor,,20,,500,0,0,2,0,0,,1,0,0,True,All,All,Both,Head_Top,"bonus bDex,2;
",,
5412,Sweet_Candy,Sweet Candy,Armor,,20,,100,0,0,1,0,0,,1,0,0,False,All,All,Both,Head_Low,"bonus bUnbreakableHelm, 0;
",,
5413,Popcorn_Hat,Pop Corn Hat,Armor,,20,,300,0,0,2,0,0,,1,0,0,False,All,All,Both,Head_Top,"bonus2 bSubEle,Ele_Wind, 10;
",,
5414,Campfire_Hat,Camp Fire Hat,Armor,,20,,300,0,0,2,0,0,,1,0,0,False,All,All,Both,Head_Top,"bonus2 bSubEle,Ele_Fire,10;
bonus4 bAutoSpellWhenHit,""MG_FIREBALL"",5,100,1;
",,
5415,Poring_Cake_Cap,Poring Cake Hat,Armor,,20,,1000,0,0,5,0,0,,1,40,0,True,All,All,Both,Head_Top,"bonus bMdef,5;
bonus bCritical,5;
bonus bFlee,5;
bonus bFlee2,5;
bonus bAspdRate,5;
bonus bCastrate,-5;
bonus bDelayRate,-5;
",,
5416,Beer_Cap,Beer Hat,Armor,,20,,600,0,0,2,0,0,,1,18,0,True,All,All,Both,Head_Top,"bonus bFlee2,5;
skill ""SM_RECOVERY"",3;
skill ""MG_SRECOVERY"",3;
",,
5417,Crown_Parrot,Crown Parrots,Armor,,20,,200,0,0,1,0,1,,1,0,0,False,All,All,Both,Head_Top,"bonus bInt,1;
bonus2 bResEff,Eff_Silence,10000;
bonus3 bAutoSpell,""DC_SCREAM"",1,50;
",,
5418,Soldier_Hat,Legionnaire Hat,Armor,,20,,400,0,0,4,0,1,,1,0,0,True,All,All,Both,Head_Top,"bonus bStr,1;
bonus2 bAddClass,Class_All,3;
bonus bUseSPrate,10;
",,
5419,Evolved_Leaf,Leaves Of Grass,Armor,,20,,100,0,0,0,0,0,,1,0,0,False,All,All,Both,Head_Low,"bonus bVit,1;
bonus2 bSubRace,RC_Plant,5;
",,
5420,Mask_Of_Ifrit,Mask Of Ifrit,Armor,,,,0,0,0,8,0,0,,1,70,0,False,All,All,Both,"Head_Low, Head_Mid, Head_Top","bonus bStr,1;
bonus bInt,1;
bonus bMdef,5;
bonus2 bSubEle,Ele_Fire,10;
bonus2 bSubEle,Ele_Water,-10;
skill ""MG_SIGHT"",1;
bonus3 bAutoSpellWhenHit,""WZ_METEOR"",3,50;
bonus3 bAutoSpell,""MG_FIREBOLT"",3,50;
",,"sc_end SC_SIGHT;
"
5421,Ifrit's_Ear,Ears Of Ifrit,Armor,,20,,0,0,0,0,0,0,,1,70,0,False,All,All,Both,Head_Mid,"bonus bStr,1;
bonus bMdef,3;
bonus2 bSkillAtk,""MG_FIREBOLT"",2;
bonus2 bSkillAtk,""WZ_FIREPILLAR"",2;
bonus2 bSkillAtk,""WZ_METEOR"",2;
bonus2 bSkillAtk,""SM_BASH"",2;
bonus2 bSkillAtk,""SM_MAGNUM"",2;
bonus2 bSkillAtk,""KN_PIERCE"",2;
bonus2 bSubEle,Ele_Fire,5;
bonus2 bSubEle,Ele_Water,-5;
",,
5422,Linguistic_Book_Cap,Linguistic Book Hat,Armor,,20,,70,0,0,0,0,0,,1,0,0,True,All,All,Both,Head_Top,"bonus bInt,1;
bonus bMdef,2;
",,
5423,Lovecap_China,I Love China,Armor,,20,,250,0,0,5,0,0,,1,0,0,False,All,All,Both,Head_Top,"bonus bDex,3;
bonus2 bSubRace,RC_DemiHuman,10;
bonus2 bSubRace,RC_Player_Human,10;
",,
5424,Fanta_Orange_Can,Fanta Orange Can Hat,Armor,,20,,100,0,0,2,0,1,,1,0,0,True,All,All,Both,Head_Top,,,
5425,Fanta_Grape_Can,Fanta Grape Can Hat,Armor,,20,,100,0,0,2,0,1,,1,0,0,True,All,All,Both,Head_Top,,,
5426,Karada_Meguri_Tea_Hat,Karada Meguricha Hat,Armor,,20,,100,0,0,2,0,1,,1,0,0,True,All,All,Both,Head_Top,"bonus bLuk,1;
",,
5427,Royal_Milk_Tea_Hat,Black Tea Kochakaden Hat,Armor,,20,,100,0,0,2,0,1,,1,0,0,True,All,All,Both,Head_Top,"bonus bAgi,1;
",,
